# Channel 1
+1.00000000000000E+004, +1.492567E-014
+1.12375000000000E+004, +1.247247E-014
+1.24750000000000E+004, +2.244434E-014
+1.37125000000000E+004, +1.096882E-014
+1.49500000000000E+004, +1.292535E-014
+1.61875000000000E+004, +1.159887E-014
+1.74250000000000E+004, +1.540560E-014
+1.86625000000000E+004, +1.156736E-014
+1.99000000000000E+004, +1.312402E-014
+2.11375000000000E+004, +1.399369E-014
+2.23750000000000E+004, +1.583751E-014
+2.36125000000000E+004, +1.210425E-014
+2.48500000000000E+004, +9.674734E-015
+2.60875000000000E+004, +8.870545E-015
+2.73250000000000E+004, +7.992615E-015
+2.85625000000000E+004, +9.644146E-015
+2.98000000000000E+004, +1.347122E-014
+3.10375000000000E+004, +1.423571E-014
+3.22750000000000E+004, +1.384711E-014
+3.35125000000000E+004, +1.220827E-014
+3.47500000000000E+004, +1.268412E-014
+3.59875000000000E+004, +1.635115E-014
+3.72250000000000E+004, +1.211389E-014
+3.84625000000000E+004, +8.793175E-015
+3.97000000000000E+004, +1.060989E-014
+4.09375000000000E+004, +1.276109E-014
+4.21750000000000E+004, +1.352757E-014
+4.34125000000000E+004, +1.505128E-014
+4.46500000000000E+004, +1.268240E-014
+4.58875000000000E+004, +8.713700E-015
+4.71250000000000E+004, +1.242221E-014
+4.83625000000000E+004, +1.313570E-014
+4.96000000000000E+004, +1.109512E-014
+5.08375000000000E+004, +7.236341E-015
+5.20750000000000E+004, +1.018420E-014
+5.33125000000000E+004, +1.273426E-014
+5.45500000000000E+004, +9.995953E-015
+5.57875000000000E+004, +9.380172E-015
+5.70250000000000E+004, +8.143818E-015
+5.82625000000000E+004, +7.736840E-015
+5.95000000000000E+004, +7.937654E-015
+6.07375000000000E+004, +1.065113E-014
+6.19750000000000E+004, +7.677222E-015
+6.32125000000000E+004, +1.117348E-014
+6.44500000000000E+004, +8.034868E-015
+6.56875000000000E+004, +8.116139E-015
+6.69250000000000E+004, +9.353592E-015
+6.81625000000000E+004, +1.118963E-014
+6.94000000000000E+004, +1.147734E-014
+7.06375000000000E+004, +1.204888E-014
+7.18750000000000E+004, +1.396040E-014
+7.31125000000000E+004, +1.270302E-014
+7.43500000000000E+004, +1.021988E-014
+7.55875000000000E+004, +9.274519E-015
+7.68250000000000E+004, +1.167015E-014
+7.80625000000000E+004, +8.021682E-015
+7.93000000000000E+004, +7.668946E-015
+8.05375000000000E+004, +7.076809E-015
+8.17750000000000E+004, +1.404419E-014
+8.30125000000000E+004, +1.263137E-014
+8.42500000000000E+004, +1.170141E-014
+8.54875000000000E+004, +1.160223E-014
+8.67250000000000E+004, +1.036663E-014
+8.79625000000000E+004, +1.100772E-014
+8.92000000000000E+004, +1.308092E-014
+9.04375000000000E+004, +1.296942E-014
+9.16750000000000E+004, +1.212250E-014
+9.29125000000000E+004, +6.384220E-015
+9.41500000000000E+004, +1.137689E-014
+9.53875000000000E+004, +1.201971E-014
+9.66250000000000E+004, +1.084079E-014
+9.78625000000000E+004, +1.291215E-014
+9.91000000000000E+004, +1.755966E-014
+1.00337500000000E+005, +8.183860E-015
+1.01575000000000E+005, +1.418851E-014
+1.02812500000000E+005, +1.562678E-014
+1.04050000000000E+005, +1.023720E-014
+1.05287500000000E+005, +1.019720E-014
+1.06525000000000E+005, +1.174145E-014
+1.07762500000000E+005, +1.504355E-014
+1.09000000000000E+005, +9.565728E-015
+1.10237500000000E+005, +9.057240E-015
+1.11475000000000E+005, +7.246926E-015
+1.12712500000000E+005, +8.207320E-015
+1.13950000000000E+005, +6.745013E-015
+1.15187500000000E+005, +9.683453E-015
+1.16425000000000E+005, +9.075292E-015
+1.17662500000000E+005, +6.167014E-015
+1.18900000000000E+005, +1.122264E-014
+1.20137500000000E+005, +1.328953E-014
+1.21375000000000E+005, +9.549387E-015
+1.22612500000000E+005, +1.078487E-014
+1.23850000000000E+005, +9.836293E-015
+1.25087500000000E+005, +1.048629E-014
+1.26325000000000E+005, +1.028210E-014
+1.27562500000000E+005, +1.053792E-014
+1.28800000000000E+005, +6.945530E-015
+1.30037500000000E+005, +7.673448E-015
+1.31275000000000E+005, +7.949291E-015
+1.32512500000000E+005, +7.672693E-015
+1.33750000000000E+005, +8.970450E-015
+1.34987500000000E+005, +7.183204E-015
+1.36225000000000E+005, +8.698803E-015
+1.37462500000000E+005, +8.752895E-015
+1.38700000000000E+005, +1.113626E-014
+1.39937500000000E+005, +7.260941E-015
+1.41175000000000E+005, +1.059133E-014
+1.42412500000000E+005, +1.493756E-014
+1.43650000000000E+005, +1.485440E-014
+1.44887500000000E+005, +8.068592E-015
+1.46125000000000E+005, +1.031681E-014
+1.47362500000000E+005, +1.248799E-014
+1.48600000000000E+005, +1.526312E-014
+1.49837500000000E+005, +1.159961E-014
+1.51075000000000E+005, +7.944040E-015
+1.52312500000000E+005, +5.748418E-015
+1.53550000000000E+005, +1.121214E-014
+1.54787500000000E+005, +7.342682E-015
+1.56025000000000E+005, +1.107068E-014
+1.57262500000000E+005, +1.341029E-014
+1.58500000000000E+005, +9.137301E-015
+1.59737500000000E+005, +6.716929E-015
+1.60975000000000E+005, +9.111325E-015
+1.62212500000000E+005, +1.038484E-014
+1.63450000000000E+005, +7.703604E-015
+1.64687500000000E+005, +9.513960E-015
+1.65925000000000E+005, +9.311582E-015
+1.67162500000000E+005, +1.254306E-014
+1.68400000000000E+005, +1.205841E-014
+1.69637500000000E+005, +1.360870E-014
+1.70875000000000E+005, +6.261215E-015
+1.72112500000000E+005, +8.649984E-015
+1.73350000000000E+005, +9.795694E-015
+1.74587500000000E+005, +1.429887E-014
+1.75825000000000E+005, +1.304516E-014
+1.77062500000000E+005, +1.040490E-014
+1.78300000000000E+005, +6.619716E-015
+1.79537500000000E+005, +1.128731E-014
+1.80775000000000E+005, +1.122927E-014
+1.82012500000000E+005, +1.769103E-014
+1.83250000000000E+005, +1.213072E-014
+1.84487500000000E+005, +8.625186E-015
+1.85725000000000E+005, +1.340496E-014
+1.86962500000000E+005, +1.331150E-014
+1.88200000000000E+005, +1.021503E-014
+1.89437500000000E+005, +1.356027E-014
+1.90675000000000E+005, +9.743519E-015
+1.91912500000000E+005, +1.313435E-014
+1.93150000000000E+005, +1.517194E-014
+1.94387500000000E+005, +1.058932E-014
+1.95625000000000E+005, +9.794884E-015
+1.96862500000000E+005, +1.007361E-014
+1.98100000000000E+005, +1.246632E-014
+1.99337500000000E+005, +6.134012E-015
+2.00575000000000E+005, +1.238132E-014
+2.01812500000000E+005, +1.144494E-014
+2.03050000000000E+005, +1.082312E-014
+2.04287500000000E+005, +6.343455E-015
+2.05525000000000E+005, +7.072681E-015
+2.06762500000000E+005, +8.023429E-015
+2.08000000000000E+005, +6.095279E-015
+2.09237500000000E+005, +1.036969E-014
+2.10475000000000E+005, +1.026402E-014
+2.11712500000000E+005, +1.214279E-014
+2.12950000000000E+005, +1.221680E-014
