+3.0000000e+001 +3.5266682e+001 +1.4536272e+002
+3.2561611e+001 +3.3475437e+001 +1.7100233e+002
+3.5341949e+001 +3.0498362e+001 +1.7310133e+002
+3.8359695e+001 +3.1066744e+001 +1.7174147e+002
+4.1635117e+001 +2.8983801e+001 +1.7706581e+002
+4.5190216e+001 +2.7880243e+001 -1.7546201e+002
+4.9048874e+001 +2.5977793e+001 -1.6357071e+002
+5.3237015e+001 +2.4858095e+001 -1.6176591e+002
+5.7782764e+001 +2.2373112e+001 -1.5697142e+002
+6.2716667e+001 +2.1373451e+001 -1.5128159e+002
+6.8071854e+001 +1.9872540e+001 -1.4248433e+002
+7.3884308e+001 +1.8884808e+001 -1.3378249e+002
+8.0193077e+001 +1.7573236e+001 -1.2726725e+002
+8.7040520e+001 +1.6425629e+001 -1.2030672e+002
+9.4472656e+001 +1.5699304e+001 -1.0873458e+002
+1.0253940e+002 +1.5221652e+001 -1.0057587e+002
+1.1129494e+002 +1.4806560e+001 -9.4514977e+001
+1.2079808e+002 +1.4333782e+001 -8.7435478e+001
+1.3111267e+002 +1.3824419e+001 -8.1201843e+001
+1.4230800e+002 +1.3474258e+001 -7.6655632e+001
+1.5445926e+002 +1.3147834e+001 -7.0423149e+001
+1.6764807e+002 +1.2677011e+001 -6.8267204e+001
+1.8196304e+002 +1.2305752e+001 -6.4677025e+001
+1.9750034e+002 +1.1695033e+001 -5.9511620e+001
+2.1436430e+002 +1.1062909e+001 -5.5490826e+001
+2.3266824e+002 +1.0268814e+001 -5.0117489e+001
+2.5253510e+002 +9.4129372e+000 -4.3491146e+001
+2.7409833e+002 +8.7229452e+000 -3.4636013e+001
+2.9750275e+002 +8.4676332e+000 -2.4265366e+001
+3.2290564e+002 +8.5649252e+000 -1.2478530e+001
+3.5047760e+002 +9.0913448e+000 -7.3900431e-001
+3.8040384e+002 +1.0236417e+001 +8.1142378e+000
+4.1288541e+002 +1.1467367e+001 +1.4436521e+001
+4.4814047e+002 +1.2879263e+001 +1.7117704e+001
+4.8640585e+002 +1.4056455e+001 +1.8513268e+001
+5.2793860e+002 +1.5143454e+001 +1.7696896e+001
+5.7301776e+002 +1.6138557e+001 +1.4981768e+001
+6.2194604e+002 +1.7188498e+001 +1.1278380e+001
+6.7505219e+002 +1.7825699e+001 +7.8102422e+000
+7.3269287e+002 +1.8331383e+001 +1.7571081e+000
+7.9525537e+002 +1.8731707e+001 -4.5577741e+000
+8.6315985e+002 +1.8797817e+001 -1.0717763e+001
+9.3686255e+002 +1.8517422e+001 -1.6876284e+001
+1.0168585e+003 +1.8396986e+001 -2.2866905e+001
+1.1036851e+003 +1.7769848e+001 -2.7570938e+001
+1.1979254e+003 +1.6947021e+001 -3.1092794e+001
+1.3002128e+003 +1.6148243e+001 -3.1716375e+001
+1.4112340e+003 +1.5448582e+001 -2.9468884e+001
+1.5317351e+003 +1.5530408e+001 -2.7215593e+001
+1.6625255e+003 +1.5871916e+001 -2.6567152e+001
+1.8044836e+003 +1.6133759e+001 -2.8922356e+001
+1.9585631e+003 +1.6308281e+001 -3.2943195e+001
+2.1257991e+003 +1.6322151e+001 -3.7772301e+001
+2.3073147e+003 +1.5982066e+001 -4.1840343e+001
+2.5043296e+003 +1.5540034e+001 -4.4804386e+001
+2.7181667e+003 +1.5241454e+001 -4.7354393e+001
+2.9502632e+003 +1.5094321e+001 -5.0847961e+001
+3.2021772e+003 +1.4869124e+001 -5.4665478e+001
+3.4756018e+003 +1.4570332e+001 -5.8232872e+001
+3.7723733e+003 +1.4121160e+001 -6.2346687e+001
+4.0944849e+003 +1.3767412e+001 -6.6744827e+001
+4.4441011e+003 +1.3328548e+001 -7.0885048e+001
+4.8235698e+003 +1.2905216e+001 -7.5159660e+001
+5.2354399e+003 +1.2300908e+001 -8.0195793e+001
+5.6824785e+003 +1.1623388e+001 -8.4427773e+001
+6.1676890e+003 +1.0963732e+001 -8.9166710e+001
+6.6943296e+003 +1.0399336e+001 -9.3582687e+001
+7.2659385e+003 +9.6225910e+000 -9.8494614e+001
+7.8863555e+003 +8.7940588e+000 -1.0318786e+002
+8.5597480e+003 +7.8777580e+000 -1.0776498e+002
+9.2906396e+003 +6.9737802e+000 -1.1242653e+002
+1.0083940e+004 +6.0895467e+000 -1.1677761e+002
+1.0944978e+004 +5.1613550e+000 -1.2093300e+002
+1.1879537e+004 +3.9677031e+000 -1.2531977e+002
+1.2893896e+004 +2.9522047e+000 -1.2924829e+002
+1.3994867e+004 +1.9389889e+000 -1.3301175e+002
+1.5189848e+004 +7.6557732e-001 -1.3656818e+002
+1.6486863e+004 -4.7186577e-001 -1.3976680e+002
+1.7894629e+004 -1.5788555e+000 -1.4255898e+002
+1.9422598e+004 -2.5373645e+000 -1.4509750e+002
+2.1081037e+004 -3.4483254e+000 -1.4756143e+002
+2.2881084e+004 -4.3950601e+000 -1.5038420e+002
+2.4834832e+004 -5.1646285e+000 -1.5376329e+002
+2.6955404e+004 -5.8919649e+000 -1.5865746e+002
+2.9257047e+004 -6.7309828e+000 -1.6391414e+002
+3.1755221e+004 -7.6330514e+000 -1.6984355e+002
+3.4466703e+004 -8.5072641e+000 -1.7645540e+002
+3.7409715e+004 -9.6746693e+000 +1.7469215e+002
+4.0604020e+004 -1.0943426e+001 +1.6793158e+002
+4.4071078e+004 -1.2171834e+001 +1.6045274e+002
+4.7834176e+004 -1.3787501e+001 +1.5357265e+002
+5.1918594e+004 -1.4797268e+001 +1.4580069e+002
+5.6351770e+004 -1.6424534e+001 +1.3656395e+002
+6.1163480e+004 -1.8116587e+001 +1.2817105e+002
+6.6386047e+004 -1.9843550e+001 +1.2233498e+002
+7.2054563e+004 -2.1778944e+001 +1.1677354e+002
+7.8207086e+004 -2.3147043e+001 +1.0938612e+002
+8.4884953e+004 -2.4736259e+001 +1.0143966e+002
+9.2133031e+004 -2.6422037e+001 +9.5084579e+001
+1.0000000e+005 -2.7928373e+001 +9.1578163e+001
+1.0853870e+005 +3.5266682e+001 +1.4536272e+002
