+1.00000000000000E+004, +3.669781E+000, +4.721373E+001
+1.00999060000000E+004, -4.644358E+000, +4.872565E+001
+1.01998110000000E+004, -5.928777E+000, +4.302499E+001
+1.02997170000000E+004, -2.926980E+000, +3.945001E+001
+1.03996230000000E+004, -1.639617E+000, +3.954141E+001
+1.04995280000000E+004, -1.321436E+000, +4.202705E+001
+1.05994340000000E+004, -8.006939E+000, +3.890529E+001
+1.06993400000000E+004, -2.861755E+000, +3.642981E+001
+1.07992460000000E+004, -2.429557E+000, +3.514565E+001
+1.08991510000000E+004, -2.925515E+000, +3.661958E+001
+1.09990570000000E+004, -3.171255E+000, +3.725412E+001
+1.10989630000000E+004, -7.627933E+000, +3.227977E+001
+1.11988680000000E+004, -4.747793E+000, +3.195140E+001
+1.12987740000000E+004, -6.266037E+000, +3.498350E+001
+1.13986800000000E+004, -9.535193E+000, +3.425882E+001
+1.14985850000000E+004, -7.103521E+000, +2.916969E+001
+1.15984910000000E+004, -6.209086E+000, +2.990515E+001
+1.16983970000000E+004, -7.790687E+000, +2.868268E+001
+1.17983030000000E+004, -8.268792E+000, +2.890406E+001
+1.18982080000000E+004, -6.287082E+000, +2.929681E+001
+1.19981140000000E+004, -7.840160E+000, +2.520732E+001
+1.20980200000000E+004, -5.971775E+000, +2.664447E+001
+1.21979250000000E+004, -6.290636E+000, +2.503491E+001
+1.22978310000000E+004, -7.600779E+000, +2.426530E+001
+1.23977370000000E+004, -8.543308E+000, +2.277232E+001
+1.24976420000000E+004, -9.140027E+000, +2.104839E+001
+1.25975480000000E+004, -8.316681E+000, +2.249234E+001
+1.26974540000000E+004, -6.981718E+000, +2.226080E+001
+1.27973600000000E+004, -7.393709E+000, +2.023696E+001
+1.28972650000000E+004, -7.666938E+000, +2.089911E+001
+1.29971710000000E+004, -8.179807E+000, +2.082414E+001
+1.30970770000000E+004, -8.813697E+000, +1.960927E+001
+1.31969820000000E+004, -8.971264E+000, +1.987209E+001
+1.32968880000000E+004, -7.099353E+000, +2.013638E+001
+1.34121990000000E+004, -7.630373E+000, +2.099962E+001
+1.35455900000000E+004, -7.945758E+000, +1.827120E+001
+1.36789820000000E+004, -7.607847E+000, +1.877866E+001
+1.38123730000000E+004, -7.581989E+000, +1.779599E+001
+1.39457640000000E+004, -7.626284E+000, +1.637736E+001
+1.40791560000000E+004, -8.081852E+000, +1.647827E+001
+1.42125470000000E+004, -8.909428E+000, +1.560548E+001
+1.43459380000000E+004, -7.528298E+000, +1.532235E+001
+1.44793300000000E+004, -7.166617E+000, +1.489490E+001
+1.46127210000000E+004, -8.256302E+000, +1.482967E+001
+1.47461120000000E+004, -7.993365E+000, +1.422069E+001
+1.48795040000000E+004, -8.171483E+000, +1.369205E+001
+1.50128950000000E+004, -7.661415E+000, +1.310618E+001
+1.51462860000000E+004, -8.067280E+000, +1.294056E+001
+1.52796780000000E+004, -7.567264E+000, +1.206289E+001
+1.54130690000000E+004, -8.207557E+000, +1.178398E+001
+1.55464610000000E+004, -7.964947E+000, +1.180745E+001
