# AG4395A Measurement
# Timestamp: Feb 11 2015 - 11:58:35
1000000.0    -87.80214
1248750.0    -88.57733
1497500.0    -87.47793
1746250.0    -88.37173
1995000.0    -88.10854
2243750.0    -87.70712
2492500.0    -88.89594
2741250.0    -86.57178
2990000.0    -87.12595
3238750.0    -87.78023
3487500.0    -89.39352
3736250.0    -89.80757
3985000.0    -87.83237
4233750.0    -87.2543
4482500.0    -90.62727
4731250.0    -88.71669
4980000.0    -89.35763
5228750.0    -87.92287
5477500.0    -89.7326
5726250.0    -90.1976
5975000.0    -88.37532
6223750.0    -88.93766
6472500.0    -87.51697
6721250.0    -88.82201
6970000.0    -88.15473
7218750.0    -89.75687
7467500.0    -89.35113
7716250.0    -88.57725
7965000.0    -87.79264
8213750.0    -89.89199
8462500.0    -90.38812
8711250.0    -88.07438
8960000.0    -90.98293
9208750.0    -89.42656
9457500.0    -89.69719
9706250.0    -89.17473
9955000.0    -89.04464
10203750.0    -89.32748
10452500.0    -90.53519
10701250.0    -93.93777
10950000.0    -94.119
11198750.0    -93.09212
11447500.0    -94.43334
11696250.0    -95.15619
11945000.0    -95.54144
12193750.0    -93.49155
12442500.0    -93.82869
12691250.0    -94.22611
12940000.0    -94.40208
13188750.0    -94.64032
13437500.0    -93.89654
13686250.0    -91.6283
13935000.0    -93.28715
14183750.0    -93.83932
14432500.0    -93.72033
14681250.0    -93.18576
14930000.0    -93.00285
15178750.0    -94.35802
15427500.0    -93.22421
15676250.0    -94.9045
15925000.0    -94.47828
16173750.0    -92.7939
16422500.0    -90.99539
16671250.0    -93.88074
16920000.0    -92.94135
17168750.0    -94.46925
17417500.0    -95.06161
17666250.0    -93.58053
17915000.0    -93.43283
18163750.0    -94.35057
18412500.0    -94.23598
18661250.0    -92.66681
18910000.0    -93.69537
19158750.0    -94.2272
19407500.0    -94.78468
19656250.0    -93.04224
19905000.0    -94.21383
20153750.0    -95.25912
20402500.0    -91.61441
20651250.0    -93.16222
20900000.0    -95.14588
21148750.0    -94.82282
21397500.0    -93.39799
21646250.0    -93.46119
21895000.0    -91.86326
22143750.0    -93.55385
22392500.0    -93.08668
22641250.0    -91.68555
22890000.0    -93.5695
23138750.0    -92.61703
23387500.0    -92.9166
23636250.0    -95.99885
23885000.0    -92.83353
24133750.0    -93.30693
24382500.0    -93.90947
24631250.0    -93.65693
24880000.0    -92.2686
25128750.0    -93.41286
25377500.0    -92.92759
25626250.0    -91.65957
25875000.0    -94.61807
26123750.0    -92.06868
26372500.0    -92.28426
26621250.0    -94.34718
26870000.0    -94.95821
27118750.0    -94.19764
27367500.0    -93.2271
27616250.0    -92.62975
27865000.0    -93.31291
28113750.0    -92.68643
28362500.0    -93.30306
28611250.0    -95.27019
28860000.0    -94.5126
29108750.0    -94.45358
29357500.0    -92.90017
29606250.0    -92.23823
29855000.0    -92.98952
30103750.0    -92.2692
30352500.0    -92.47089
30601250.0    -93.9612
30850000.0    -94.76731
31098750.0    -94.03503
31347500.0    -93.24782
31596250.0    -92.28328
31845000.0    -91.56367
32093750.0    -94.50205
32342500.0    -94.44036
32591250.0    -93.90594
32840000.0    -94.60313
33088750.0    -87.38647
33337500.0    -93.61785
33586250.0    -93.29234
33835000.0    -93.18663
34083750.0    -93.31448
34332500.0    -94.48397
34581250.0    -93.99438
34830000.0    -92.28096
35078750.0    -92.50978
35327500.0    -93.35976
35576250.0    -93.55225
35825000.0    -94.0134
36073750.0    -92.82954
36322500.0    -91.82993
36571250.0    -91.99997
36820000.0    -92.74102
37068750.0    -91.98495
37317500.0    -91.38329
37566250.0    -90.79833
37815000.0    -94.30221
38063750.0    -93.85954
38312500.0    -93.9192
38561250.0    -93.82407
38810000.0    -93.1946
39058750.0    -93.40626
39307500.0    -94.26321
39556250.0    -92.65391
39805000.0    -91.47546
40053750.0    -92.82493
40302500.0    -92.86243
40551250.0    -90.29295
40800000.0    -93.30733
41048750.0    -93.777
41297500.0    -94.25101
41546250.0    -92.79849
41795000.0    -94.19146
42043750.0    -93.17514
42292500.0    -94.08482
42541250.0    -92.75328
42790000.0    -92.0469
43038750.0    -93.41591
43287500.0    -93.44486
43536250.0    -91.30232
43785000.0    -93.51875
44033750.0    -93.07957
44282500.0    -92.52819
44531250.0    -94.29508
44780000.0    -93.55283
45028750.0    -93.62541
45277500.0    -92.64116
45526250.0    -93.25307
45775000.0    -93.02923
46023750.0    -94.06063
46272500.0    -92.69504
46521250.0    -92.49051
46770000.0    -92.00269
47018750.0    -93.43502
47267500.0    -94.14714
47516250.0    -93.53223
47765000.0    -93.74685
48013750.0    -92.37334
48262500.0    -93.65071
48511250.0    -93.39191
48760000.0    -95.29182
49008750.0    -93.88657
49257500.0    -93.20967
49506250.0    -93.91872
49755000.0    -93.34714
50003750.0    -92.48682
50252500.0    -93.44135
50501250.0    -93.19037
50750000.0    -92.01379
50998750.0    -92.13834
51247500.0    -91.59355
51496250.0    -91.97929
51745000.0    -93.91962
51993750.0    -93.49691
52242500.0    -93.44922
52491250.0    -92.43176
52740000.0    -93.48859
52988750.0    -92.32935
53237500.0    -92.374
53486250.0    -91.27458
53735000.0    -93.15067
53983750.0    -94.2539
54232500.0    -93.42869
54481250.0    -93.2076
54730000.0    -93.09569
54978750.0    -92.2311
55227500.0    -93.54993
55476250.0    -94.08636
55725000.0    -93.58115
55973750.0    -93.08132
56222500.0    -92.64702
56471250.0    -94.40862
56720000.0    -94.17196
56968750.0    -92.23253
57217500.0    -93.0202
57466250.0    -92.39457
57715000.0    -92.28698
57963750.0    -93.28174
58212500.0    -92.41482
58461250.0    -93.57822
58710000.0    -92.18325
58958750.0    -89.96568
59207500.0    -93.4489
59456250.0    -93.6889
59705000.0    -94.6518
59953750.0    -93.41107
60202500.0    -93.09026
60451250.0    -94.58598
60700000.0    -91.82279
60948750.0    -92.6627
61197500.0    -92.02219
61446250.0    -92.70557
61695000.0    -93.43562
61943750.0    -94.36694
62192500.0    -93.91312
62441250.0    -94.12328
62690000.0    -92.26361
62938750.0    -91.49435
63187500.0    -93.11642
63436250.0    -93.44384
63685000.0    -93.93452
63933750.0    -92.7254
64182500.0    -92.45271
64431250.0    -91.47176
64680000.0    -92.80959
64928750.0    -90.06999
65177500.0    -92.17377
65426250.0    -93.68837
65675000.0    -94.50094
65923750.0    -92.21517
66172500.0    -92.40704
66421250.0    -86.53962
66670000.0    -92.83815
66918750.0    -93.47082
67167500.0    -92.3677
67416250.0    -93.57012
67665000.0    -92.42751
67913750.0    -93.30077
68162500.0    -93.87789
68411250.0    -94.68448
68660000.0    -92.87769
68908750.0    -93.28716
69157500.0    -94.09492
69406250.0    -93.75473
69655000.0    -92.36755
69903750.0    -94.14721
70152500.0    -92.37159
70401250.0    -91.91569
70650000.0    -94.25725
70898750.0    -90.91102
71147500.0    -91.86497
71396250.0    -93.10806
71645000.0    -93.52038
71893750.0    -92.28753
72142500.0    -91.74039
72391250.0    -93.0377
72640000.0    -92.88721
