# Channel 1
+1.00000000000000E+006, +1.720195E-012
+1.24875000000000E+006, +1.178509E-012
+1.49750000000000E+006, +1.488173E-012
+1.74625000000000E+006, +1.401528E-012
+1.99500000000000E+006, +1.266812E-012
+2.24375000000000E+006, +1.640928E-012
+2.49250000000000E+006, +1.278240E-012
+2.74125000000000E+006, +1.369672E-012
+2.99000000000000E+006, +2.086151E-012
+3.23875000000000E+006, +1.235782E-012
+3.48750000000000E+006, +8.345077E-013
+3.73625000000000E+006, +1.240510E-012
+3.98500000000000E+006, +1.046071E-012
+4.23375000000000E+006, +1.495077E-012
+4.48250000000000E+006, +1.225044E-012
+4.73125000000000E+006, +1.429342E-012
+4.98000000000000E+006, +1.634629E-012
+5.22875000000000E+006, +1.477641E-012
+5.47750000000000E+006, +1.824097E-012
+5.72625000000000E+006, +1.216084E-012
+5.97500000000000E+006, +1.165992E-012
+6.22375000000000E+006, +1.482516E-012
+6.47250000000000E+006, +1.472230E-012
+6.72125000000000E+006, +1.131391E-012
+6.97000000000000E+006, +1.446557E-012
+7.21875000000000E+006, +1.145882E-012
+7.46750000000000E+006, +1.012818E-012
+7.71625000000000E+006, +1.265695E-012
+7.96500000000000E+006, +9.452403E-013
+8.21375000000000E+006, +1.174688E-012
+8.46250000000000E+006, +7.369820E-013
+8.71125000000000E+006, +1.279638E-012
+8.96000000000000E+006, +7.997000E-013
+9.20875000000000E+006, +2.016849E-012
+9.45750000000000E+006, +1.395747E-012
+9.70625000000000E+006, +1.463435E-012
+9.95500000000000E+006, +2.053615E-012
+1.02037500000000E+007, +1.290993E-012
+1.04525000000000E+007, +1.156419E-012
+1.07012500000000E+007, +5.174579E-013
+1.09500000000000E+007, +3.093993E-011
+1.11987500000000E+007, +5.823719E-013
+1.14475000000000E+007, +4.647845E-013
+1.16962500000000E+007, +3.023202E-013
+1.19450000000000E+007, +3.407631E-013
+1.21937500000000E+007, +3.665698E-013
+1.24425000000000E+007, +6.049496E-013
+1.26912500000000E+007, +3.525805E-013
+1.29400000000000E+007, +2.992142E-013
+1.31887500000000E+007, +3.773793E-013
+1.34375000000000E+007, +4.346833E-013
+1.36862500000000E+007, +6.183537E-013
+1.39350000000000E+007, +4.607557E-013
+1.41837500000000E+007, +3.915379E-013
+1.44325000000000E+007, +5.012781E-013
+1.46812500000000E+007, +5.920644E-013
+1.49300000000000E+007, +5.382157E-013
+1.51787500000000E+007, +4.523510E-013
+1.54275000000000E+007, +4.526877E-013
+1.56762500000000E+007, +3.164579E-013
+1.59250000000000E+007, +3.770039E-013
+1.61737500000000E+007, +4.287191E-013
+1.64225000000000E+007, +4.503975E-013
+1.66712500000000E+007, +4.521249E-013
+1.69200000000000E+007, +5.333989E-013
+1.71687500000000E+007, +3.136549E-013
+1.74175000000000E+007, +5.163160E-013
+1.76662500000000E+007, +4.120566E-013
+1.79150000000000E+007, +3.857200E-013
+1.81637500000000E+007, +4.787696E-013
+1.84125000000000E+007, +4.281787E-013
+1.86612500000000E+007, +4.681276E-013
+1.89100000000000E+007, +5.338022E-013
+1.91587500000000E+007, +3.415157E-013
+1.94075000000000E+007, +5.400026E-013
+1.96562500000000E+007, +3.945261E-013
+1.99050000000000E+007, +4.825874E-013
+2.01537500000000E+007, +6.107545E-013
+2.04025000000000E+007, +4.346596E-013
+2.06512500000000E+007, +3.047061E-013
+2.09000000000000E+007, +3.261653E-013
+2.11487500000000E+007, +3.804518E-013
+2.13975000000000E+007, +5.655215E-013
+2.16462500000000E+007, +3.413982E-013
+2.18950000000000E+007, +1.589977E-009
+2.21437500000000E+007, +1.915216E-008
+2.23925000000000E+007, +3.560662E-013
+2.26412500000000E+007, +5.242844E-013
+2.28900000000000E+007, +5.109607E-013
+2.31387500000000E+007, +5.430463E-013
+2.33875000000000E+007, +5.757426E-013
+2.36362500000000E+007, +5.668558E-013
+2.38850000000000E+007, +4.086268E-013
+2.41337500000000E+007, +5.613130E-013
+2.43825000000000E+007, +4.596978E-013
+2.46312500000000E+007, +3.509393E-013
+2.48800000000000E+007, +5.313423E-013
+2.51287500000000E+007, +5.101361E-013
+2.53775000000000E+007, +4.722850E-013
+2.56262500000000E+007, +5.953060E-013
+2.58750000000000E+007, +3.601166E-013
+2.61237500000000E+007, +7.708909E-013
+2.63725000000000E+007, +4.331488E-013
+2.66212500000000E+007, +4.631550E-013
+2.68700000000000E+007, +6.528096E-013
+2.71187500000000E+007, +6.237104E-013
+2.73675000000000E+007, +5.869790E-013
+2.76162500000000E+007, +5.724876E-013
+2.78650000000000E+007, +5.771842E-013
+2.81137500000000E+007, +5.801247E-013
+2.83625000000000E+007, +3.335057E-013
+2.86112500000000E+007, +4.918134E-013
+2.88600000000000E+007, +5.396621E-013
+2.91087500000000E+007, +4.907996E-013
+2.93575000000000E+007, +4.255853E-013
+2.96062500000000E+007, +5.240525E-013
+2.98550000000000E+007, +5.938811E-013
+3.01037500000000E+007, +4.362111E-013
+3.03525000000000E+007, +4.320745E-013
+3.06012500000000E+007, +4.066691E-013
+3.08500000000000E+007, +5.135718E-013
+3.10987500000000E+007, +7.298296E-013
+3.13475000000000E+007, +5.637582E-013
+3.15962500000000E+007, +5.216061E-013
+3.18450000000000E+007, +6.615627E-013
+3.20937500000000E+007, +3.950884E-013
+3.23425000000000E+007, +4.926544E-013
+3.25912500000000E+007, +5.475046E-013
+3.28400000000000E+007, +6.593876E-013
+3.30887500000000E+007, +3.372647E-010
+3.33375000000000E+007, +6.064672E-011
+3.35862500000000E+007, +5.035464E-013
+3.38350000000000E+007, +1.025216E-012
+3.40837500000000E+007, +5.146027E-013
+3.43325000000000E+007, +8.766400E-013
+3.45812500000000E+007, +7.855523E-013
+3.48300000000000E+007, +5.351052E-013
+3.50787500000000E+007, +5.681059E-013
+3.53275000000000E+007, +5.108288E-013
+3.55762500000000E+007, +5.623669E-013
+3.58250000000000E+007, +5.591064E-013
+3.60737500000000E+007, +5.690301E-013
+3.63225000000000E+007, +5.697671E-013
+3.65712500000000E+007, +4.999710E-013
+3.68200000000000E+007, +4.283430E-013
+3.70687500000000E+007, +5.427377E-013
+3.73175000000000E+007, +3.623075E-013
+3.75662500000000E+007, +4.869796E-013
+3.78150000000000E+007, +4.518519E-013
+3.80637500000000E+007, +5.717894E-013
+3.83125000000000E+007, +4.817038E-013
+3.85612500000000E+007, +5.445366E-013
+3.88100000000000E+007, +4.713453E-013
+3.90587500000000E+007, +4.113268E-013
+3.93075000000000E+007, +4.491959E-013
+3.95562500000000E+007, +5.211447E-013
+3.98050000000000E+007, +6.016303E-013
+4.00537500000000E+007, +4.886325E-013
+4.03025000000000E+007, +5.498578E-013
+4.05512500000000E+007, +1.169576E-012
+4.08000000000000E+007, +4.681234E-013
+4.10487500000000E+007, +6.227341E-013
+4.12975000000000E+007, +6.950536E-013
+4.15462500000000E+007, +5.515120E-013
+4.17950000000000E+007, +6.802012E-013
+4.20437500000000E+007, +4.920279E-013
+4.22925000000000E+007, +3.682495E-013
+4.25412500000000E+007, +5.275465E-013
+4.27900000000000E+007, +3.593094E-013
+4.30387500000000E+007, +5.317389E-013
+4.32875000000000E+007, +4.648258E-013
+4.35362500000000E+007, +4.820249E-013
+4.37850000000000E+007, +4.451145E-013
+4.40337500000000E+007, +6.440586E-011
+4.42825000000000E+007, +3.910504E-009
+4.45312500000000E+007, +5.460613E-013
+4.47800000000000E+007, +5.355303E-013
+4.50287500000000E+007, +5.319482E-013
+4.52775000000000E+007, +5.784397E-013
+4.55262500000000E+007, +6.201253E-013
+4.57750000000000E+007, +4.144319E-013
+4.60237500000000E+007, +3.523092E-013
+4.62725000000000E+007, +5.474003E-013
+4.65212500000000E+007, +3.758494E-013
+4.67700000000000E+007, +3.983705E-013
+4.70187500000000E+007, +6.559708E-013
+4.72675000000000E+007, +7.113492E-013
+4.75162500000000E+007, +4.426795E-013
+4.77650000000000E+007, +4.370073E-013
+4.80137500000000E+007, +4.538871E-013
+4.82625000000000E+007, +4.738329E-013
+4.85112500000000E+007, +3.440384E-013
+4.87600000000000E+007, +3.838320E-013
+4.90087500000000E+007, +3.333348E-013
+4.92575000000000E+007, +5.684026E-013
+4.95062500000000E+007, +3.478650E-013
+4.97550000000000E+007, +6.449177E-013
+5.00037500000000E+007, +6.104468E-013
+5.02525000000000E+007, +4.610047E-013
+5.05012500000000E+007, +4.387321E-013
+5.07500000000000E+007, +5.116947E-013
