#Display #1 length= 801
+0.0000000e+000 +3.4310956e-006
+1.2800000e+002 +2.3506382e-006
+2.5600000e+002 +1.8928504e-006
+3.8400000e+002 +1.9686195e-006
+5.1200000e+002 +2.6966925e-006
+6.4000000e+002 +3.0091519e-006
+7.6800000e+002 +3.0084877e-006
+8.9600000e+002 +3.4655413e-006
+1.0240000e+003 +3.1103161e-006
+1.1520000e+003 +3.2350324e-006
+1.2800000e+003 +3.3735425e-006
+1.4080000e+003 +3.2432015e-006
+1.5360000e+003 +3.3888823e-006
+1.6640000e+003 +3.0076160e-006
+1.7920000e+003 +3.1592167e-006
+1.9200000e+003 +3.3870224e-006
+2.0480000e+003 +3.8594799e-006
+2.1760000e+003 +3.8640042e-006
+2.3040000e+003 +3.0659908e-006
+2.4320000e+003 +2.6816078e-006
+2.5600000e+003 +3.1160962e-006
+2.6880000e+003 +2.4674218e-006
+2.8160000e+003 +3.0293800e-006
+2.9440000e+003 +3.0911049e-006
+3.0720000e+003 +2.4562396e-006
+3.2000000e+003 +1.8764309e-006
+3.3280000e+003 +2.6699151e-006
+3.4560000e+003 +2.6193316e-006
+3.5840000e+003 +2.1937108e-006
+3.7120000e+003 +2.3194273e-006
+3.8400000e+003 +1.9893373e-006
+3.9680000e+003 +1.7203589e-006
+4.0960000e+003 +1.5309057e-006
+4.2240000e+003 +1.4426266e-006
+4.3520000e+003 +1.6216179e-006
+4.4800000e+003 +1.8310917e-006
+4.6080000e+003 +1.6928915e-006
+4.7360000e+003 +1.4833566e-006
+4.8640000e+003 +1.4047938e-006
+4.9920000e+003 +1.2541173e-006
+5.1200000e+003 +1.0112799e-006
+5.2480000e+003 +1.0869273e-006
+5.3760000e+003 +1.0033996e-006
+5.5040000e+003 +8.4771216e-007
+5.6320000e+003 +8.0649630e-007
+5.7600000e+003 +7.4600001e-007
+5.8880000e+003 +9.1786552e-007
+6.0160000e+003 +1.0534976e-006
+6.1440000e+003 +1.1290134e-006
+6.2720000e+003 +9.8360613e-007
+6.4000000e+003 +9.6349936e-007
+6.5280000e+003 +8.1273566e-007
+6.6560000e+003 +7.0780885e-007
+6.7840000e+003 +8.1719890e-007
+6.9120000e+003 +8.0100375e-007
+7.0400000e+003 +6.9274716e-007
+7.1680000e+003 +7.8734206e-007
+7.2960000e+003 +7.9327731e-007
+7.4240000e+003 +6.4295676e-007
+7.5520000e+003 +5.4202735e-007
