#Display #1 length= 801
+0.0000000e+000 +6.4466600e-005
+1.2500000e-001 +8.2635961e-005
+2.5000000e-001 +9.0271802e-005
+3.7500000e-001 +6.9240872e-005
+5.0000000e-001 +6.7679881e-005
+6.2500000e-001 +6.7076151e-005
+7.5000000e-001 +5.9014717e-005
+8.7500000e-001 +5.2737822e-005
+1.0000000e+000 +6.1004619e-005
+1.1250000e+000 +5.2190251e-005
+1.2500000e+000 +4.0335075e-005
+1.3750000e+000 +3.8753184e-005
+1.5000000e+000 +3.7942536e-005
+1.6250000e+000 +3.3428067e-005
+1.7500000e+000 +3.6442154e-005
+1.8750000e+000 +3.5588335e-005
+2.0000000e+000 +4.0081715e-005
+2.1250000e+000 +2.7958855e-005
+2.2500000e+000 +2.4625177e-005
+2.3750000e+000 +2.7074708e-005
+2.5000000e+000 +2.4681154e-005
+2.6250000e+000 +2.4799589e-005
+2.7500000e+000 +2.2311408e-005
+2.8750000e+000 +2.0238756e-005
+3.0000000e+000 +1.9010669e-005
+3.1250000e+000 +2.3478060e-005
+3.2500000e+000 +2.1305146e-005
+3.3750000e+000 +1.8309449e-005
+3.5000000e+000 +1.5842974e-005
+3.6250000e+000 +1.2997039e-005
+3.7500000e+000 +1.2035982e-005
+3.8750000e+000 +1.1059064e-005
+4.0000000e+000 +9.9695453e-006
+4.1250000e+000 +1.1595490e-005
+4.2500000e+000 +1.1502607e-005
+4.3750000e+000 +8.2515198e-006
+4.5000000e+000 +8.9325986e-006
+4.6250000e+000 +1.0198557e-005
+4.7500000e+000 +8.4900412e-006
+4.8750000e+000 +7.0272135e-006
+5.0000000e+000 +8.7178742e-006
+5.1250000e+000 +8.7631997e-006
+5.2500000e+000 +5.9643253e-006
+5.3750000e+000 +6.6977609e-006
+5.5000000e+000 +7.4237219e-006
+5.6250000e+000 +7.1583527e-006
+5.7500000e+000 +7.2202142e-006
+5.8750000e+000 +6.3607981e-006
+6.0000000e+000 +5.5286068e-006
+6.1250000e+000 +5.5025785e-006
+6.2500000e+000 +5.1045813e-006
+6.3750000e+000 +5.1256307e-006
+6.5000000e+000 +4.3409109e-006
+6.6250000e+000 +4.8850661e-006
+6.7500000e+000 +5.2575133e-006
+6.8750000e+000 +4.0750028e-006
+7.0000000e+000 +3.9046558e-006
+7.1250000e+000 +3.8733742e-006
+7.2500000e+000 +4.7979429e-006
+7.3750000e+000 +4.1162339e-006
+7.5000000e+000 +3.7433038e-006
+7.6250000e+000 +3.4845805e-006
+7.7500000e+000 +3.5413168e-006
+7.8750000e+000 +3.1071213e-006
+8.0000000e+000 +4.0732316e-006
+8.1250000e+000 +3.8295648e-006
+8.2500000e+000 +3.8979565e-006
+8.3750000e+000 +4.5568395e-006
+8.5000000e+000 +4.2866800e-006
+8.6250000e+000 +3.8175458e-006
+8.7500000e+000 +3.3375843e-006
+8.8750000e+000 +2.8004417e-006
+9.0000000e+000 +2.6351593e-006
+9.1250000e+000 +2.2444774e-006
+9.2500000e+000 +1.7539631e-006
+9.3750000e+000 +2.0626135e-006
+9.5000000e+000 +2.1408957e-006
+9.6250000e+000 +2.0331140e-006
+9.7500000e+000 +2.1991248e-006
+9.8750000e+000 +2.1124210e-006
+1.0000000e+001 +2.0089096e-006
+1.0125000e+001 +2.7369949e-006
