+1.00000000000000E+005, -1.088927E+000, -1.205792E+000
+1.00667043000000E+005, -1.027954E+000, -1.204716E+000
+1.01334086000000E+005, -1.043418E+000, -9.893115E-001
+1.02001129000000E+005, -1.024850E+000, -1.016847E+000
+1.02668171000000E+005, -1.059247E+000, -9.436964E-001
+1.03335214000000E+005, -1.038538E+000, -9.896657E-001
+1.04002257000000E+005, -9.402138E-001, -9.518876E-001
+1.04669300000000E+005, -1.000233E+000, -8.976481E-001
+1.05336343000000E+005, -9.941560E-001, -9.160556E-001
+1.06003386000000E+005, -9.111117E-001, -9.284941E-001
+1.06670429000000E+005, -9.495294E-001, -9.094975E-001
+1.07337471000000E+005, -9.654991E-001, -9.013149E-001
+1.08004514000000E+005, -9.392773E-001, -8.461809E-001
+1.08671557000000E+005, -9.515188E-001, -8.556328E-001
+1.09338600000000E+005, -9.390724E-001, -8.466219E-001
+1.10005643000000E+005, -8.809296E-001, -9.526038E-001
+1.10672686000000E+005, -8.807291E-001, -8.780924E-001
+1.11339729000000E+005, -9.089340E-001, -9.298820E-001
+1.12006771000000E+005, -9.482188E-001, -9.119942E-001
+1.12673814000000E+005, -9.457808E-001, -9.686300E-001
+1.13340857000000E+005, -9.787558E-001, -8.703506E-001
+1.14007900000000E+005, -9.823067E-001, -8.182096E-001
+1.14674943000000E+005, -9.542148E-001, -8.209649E-001
+1.15341986000000E+005, -9.268125E-001, -7.995104E-001
+1.16009029000000E+005, -9.722956E-001, -7.966388E-001
+1.16676071000000E+005, -9.251386E-001, -7.709650E-001
+1.17343114000000E+005, -9.168574E-001, -7.778351E-001
+1.18010157000000E+005, -9.197872E-001, -7.639618E-001
+1.18677200000000E+005, -9.308532E-001, -7.335297E-001
+1.19344243000000E+005, -8.975999E-001, -7.337261E-001
+1.20011286000000E+005, -9.113945E-001, -7.237391E-001
+1.20678329000000E+005, -8.827090E-001, -7.169793E-001
+1.21345372000000E+005, -9.021583E-001, -7.210142E-001
+1.22012414000000E+005, -8.958868E-001, -7.294903E-001
+1.22679457000000E+005, -8.767697E-001, -6.620373E-001
+1.23346500000000E+005, -8.642316E-001, -6.560276E-001
+1.24013543000000E+005, -8.956938E-001, -6.698478E-001
+1.24680586000000E+005, -8.669727E-001, -6.656421E-001
+1.25347629000000E+005, -8.340685E-001, -6.298609E-001
+1.26014672000000E+005, -7.921684E-001, -5.733025E-001
+1.26681714000000E+005, -8.094159E-001, -5.436873E-001
+1.27348757000000E+005, -6.896572E-001, -5.804303E-001
+1.28015800000000E+005, -6.660125E-001, -6.260004E-001
+1.28682843000000E+005, -6.920142E-001, -6.348931E-001
+1.29349886000000E+005, -6.334397E-001, -6.701033E-001
+1.30016929000000E+005, -6.294127E-001, -6.480275E-001
+1.30683972000000E+005, -6.093287E-001, -7.986411E-001
+1.31351014000000E+005, -6.748373E-001, -7.442304E-001
+1.32018057000000E+005, -6.574187E-001, -7.885367E-001
+1.32685100000000E+005, -7.586882E-001, -7.796739E-001
+1.33352143000000E+005, -7.622833E-001, -7.910331E-001
+1.34121994000000E+005, -7.616690E-001, -8.183267E-001
+1.35013952000000E+005, -8.283908E-001, -7.217576E-001
+1.35905910000000E+005, -7.710648E-001, -6.924965E-001
+1.36797868000000E+005, -8.163694E-001, -6.655442E-001
+1.37689826000000E+005, -8.324975E-001, -7.199512E-001
+1.38581785000000E+005, -8.106759E-001, -6.771859E-001
+1.39473743000000E+005, -8.197514E-001, -6.563325E-001
+1.40365701000000E+005, -7.884939E-001, -6.189232E-001
+1.41257659000000E+005, -7.906350E-001, -6.519912E-001
+1.42149617000000E+005, -8.031582E-001, -6.500347E-001
+1.43041575000000E+005, -7.911569E-001, -6.224186E-001
+1.43933533000000E+005, -8.154743E-001, -6.189497E-001
+1.44825491000000E+005, -8.046352E-001, -6.157299E-001
+1.45717449000000E+005, -7.875454E-001, -5.778546E-001
+1.46609407000000E+005, -7.864980E-001, -5.790709E-001
+1.47501366000000E+005, -7.770302E-001, -5.971395E-001
+1.48393324000000E+005, -7.992769E-001, -5.592833E-001
+1.49285282000000E+005, -2.419333E-001, -4.216710E-001
+1.50177240000000E+005, -7.915642E-001, -5.528935E-001
+1.51069198000000E+005, -7.926378E-001, -5.676306E-001
+1.51961156000000E+005, -7.944659E-001, -5.335819E-001
