+1.2915497e+002 -2.5259781e-001 +1.7999008e+002 +9.9999928e-001 +9.9998987e-001
+1.4174742e+002 -2.5268877e-001 +1.7998724e+002 +9.9999917e-001 +9.9998820e-001
+1.5556761e+002 -2.5278002e-001 +1.7998439e+002 +9.9999905e-001 +9.9998653e-001
+1.7073526e+002 -2.5292549e-001 +1.7998471e+002 +9.9999917e-001 +9.9997818e-001
+1.8738174e+002 -2.5307128e-001 +1.7998502e+002 +9.9999923e-001 +9.9996978e-001
+2.0565123e+002 -2.5321707e-001 +1.7998532e+002 +9.9999934e-001 +9.9996138e-001
+2.2570197e+002 -2.5336286e-001 +1.7998564e+002 +9.9999946e-001 +9.9995303e-001
+2.4770764e+002 -2.5350866e-001 +1.7998595e+002 +9.9999952e-001 +9.9994463e-001
+2.7185883e+002 -2.5365445e-001 +1.7998627e+002 +9.9999964e-001 +9.9993622e-001
+2.9836472e+002 -2.5380027e-001 +1.7998659e+002 +9.9999976e-001 +9.9992788e-001
+3.2745493e+002 -2.5394630e-001 +1.7998689e+002 +9.9999982e-001 +9.9991947e-001
+3.5938138e+002 -2.5254801e-001 +1.7998633e+002 +9.9998915e-001 +9.9976730e-001
+3.9442059e+002 -2.5115007e-001 +1.7998576e+002 +9.9997854e-001 +9.9961513e-001
+4.3287613e+002 -2.4975228e-001 +1.7998518e+002 +9.9996787e-001 +9.9946302e-001
+4.7508102e+002 -2.4835461e-001 +1.7998463e+002 +9.9995720e-001 +9.9931085e-001
+5.2140082e+002 -2.4695705e-001 +1.7998405e+002 +9.9994653e-001 +9.9915868e-001
+5.7223676e+002 -2.4555962e-001 +1.7998347e+002 +9.9993587e-001 +9.9900651e-001
+6.2802917e+002 -2.4416232e-001 +1.7998293e+002 +9.9992526e-001 +9.9885434e-001
+6.8926123e+002 -2.4276555e-001 +1.7998235e+002 +9.9991459e-001 +9.9870217e-001
+7.5646332e+002 -2.4542330e-001 +1.7998097e+002 +9.9993461e-001 +9.9897081e-001
+8.3021759e+002 -2.4808192e-001 +1.7997958e+002 +9.9995464e-001 +9.9923944e-001
+9.1116278e+002 -2.5074098e-001 +1.7997821e+002 +9.9997467e-001 +9.9950808e-001
+1.0000000e+003 -2.5340122e-001 +1.7997682e+002 +9.9999475e-001 +9.9977666e-001
+1.0974988e+003 -3.0828202e-001 +1.7990868e+002 +9.9999046e-001 +9.9999982e-001
