+1.0000000e-001 -3.0828202e-001 +1.7990868e+002 +9.9999046e-001 +9.9999982e-001
+1.0974988e-001 -2.3441038e-001 -1.7989586e+002 +9.9999052e-001 +9.9999136e-001
+1.2045036e-001 -2.3555326e-001 +1.7994064e+002 +9.9998772e-001 +9.9999535e-001
+1.3219412e-001 -2.3669840e-001 +1.7977715e+002 +9.9998492e-001 +9.9999934e-001
+1.4508288e-001 -2.5436729e-001 +1.7992833e+002 +9.9998200e-001 +9.9999946e-001
+1.5922828e-001 -2.7205706e-001 -1.7992049e+002 +9.9997908e-001 +9.9999958e-001
+1.7475285e-001 -2.8976640e-001 -1.7976935e+002 +9.9997610e-001 +9.9999970e-001
+1.9179103e-001 -3.0750063e-001 -1.7961813e+002 +9.9997318e-001 +9.9999982e-001
+2.1049042e-001 -2.9772139e-001 -1.7969583e+002 +9.9997503e-001 +9.9999982e-001
+2.3101297e-001 -2.8795150e-001 -1.7977348e+002 +9.9997687e-001 +9.9999982e-001
+2.5353646e-001 -2.7818882e-001 -1.7985110e+002 +9.9997872e-001 +9.9999982e-001
+2.7825594e-001 -2.6843241e-001 -1.7992876e+002 +9.9998057e-001 +9.9999988e-001
+3.0538556e-001 -2.5868207e-001 +1.7999358e+002 +9.9998242e-001 +9.9999988e-001
+3.3516026e-001 -2.4893771e-001 +1.7991594e+002 +9.9998426e-001 +9.9999988e-001
+3.6783800e-001 -2.3919915e-001 +1.7983830e+002 +9.9998611e-001 +9.9999988e-001
+4.0370172e-001 -2.2946700e-001 +1.7976062e+002 +9.9998796e-001 +9.9999988e-001
+4.4306216e-001 -2.3234582e-001 +1.7978656e+002 +9.9998868e-001 +9.9999982e-001
+4.8626018e-001 -2.3522875e-001 +1.7981250e+002 +9.9998939e-001 +9.9999976e-001
+5.3366995e-001 -2.3811041e-001 +1.7983841e+002 +9.9999011e-001 +9.9999970e-001
+5.8570206e-001 -2.4099079e-001 +1.7986432e+002 +9.9999082e-001 +9.9999964e-001
+6.4280730e-001 -2.4387507e-001 +1.7989023e+002 +9.9999154e-001 +9.9999958e-001
+7.0548022e-001 -2.4675898e-001 +1.7991615e+002 +9.9999225e-001 +9.9999952e-001
+7.7426368e-001 -2.4964164e-001 +1.7994206e+002 +9.9999297e-001 +9.9999946e-001
+8.4975344e-001 -2.5252718e-001 +1.7996797e+002 +9.9999368e-001 +9.9999940e-001
+9.3260336e-001 -2.5276932e-001 +1.7997165e+002 +9.9999446e-001 +9.9999946e-001
+1.0235311e+000 -2.5301281e-001 +1.7997531e+002 +9.9999529e-001 +9.9999952e-001
+1.1233240e+000 -2.5325623e-001 +1.7997897e+002 +9.9999607e-001 +9.9999958e-001
+1.2328467e+000 -2.5349966e-001 +1.7998264e+002 +9.9999684e-001 +9.9999964e-001
+1.3530478e+000 -2.5374302e-001 +1.7998630e+002 +9.9999762e-001 +9.9999970e-001
+1.4849683e+000 -2.5398636e-001 +1.7998996e+002 +9.9999839e-001 +9.9999982e-001
+1.6297508e+000 -2.5422966e-001 +1.7999362e+002 +9.9999917e-001 +9.9999988e-001
+1.7886496e+000 -2.5447297e-001 +1.7999728e+002 +9.9999994e-001 +9.9999994e-001
+1.9630407e+000 -2.5420308e-001 +1.7999786e+002 +9.9999994e-001 +9.9999994e-001
+2.1544347e+000 -2.5393322e-001 +1.7999846e+002 +9.9999994e-001 +9.9999994e-001
+2.3644893e+000 -2.5366333e-001 +1.7999907e+002 +9.9999994e-001 +9.9999994e-001
+2.5950243e+000 -2.5339350e-001 +1.7999966e+002 +9.9999994e-001 +9.9999994e-001
+2.8480358e+000 -2.5312364e-001 -1.7999971e+002 +9.9999994e-001 +9.9999994e-001
+3.1257160e+000 -2.5285378e-001 -1.7999910e+002 +9.9999994e-001 +9.9999994e-001
+3.4304693e+000 -2.5258392e-001 -1.7999852e+002 +9.9999994e-001 +9.9999994e-001
+3.7649357e+000 -2.5231409e-001 -1.7999792e+002 +9.9999994e-001 +9.9999994e-001
+4.1320124e+000 -2.5247657e-001 -1.7999815e+002 +9.9999994e-001 +9.9999994e-001
+4.5348787e+000 -2.5263903e-001 -1.7999838e+002 +9.9999994e-001 +9.9999994e-001
+4.9770236e+000 -2.5280151e-001 -1.7999863e+002 +9.9999994e-001 +9.9999994e-001
+5.4622774e+000 -2.5296399e-001 -1.7999887e+002 +9.9999994e-001 +9.9999994e-001
+5.9948425e+000 -2.5312647e-001 -1.7999910e+002 +9.9999994e-001 +9.9999994e-001
+6.5793324e+000 -2.5328895e-001 -1.7999936e+002 +9.9999994e-001 +9.9999994e-001
+7.2208090e+000 -2.5345144e-001 -1.7999959e+002 +9.9999994e-001 +9.9999994e-001
+7.9248290e+000 -2.5361392e-001 -1.7999983e+002 +9.9999994e-001 +9.9999994e-001
+8.6974897e+000 -2.5350958e-001 +1.7999989e+002 +9.9999994e-001 +9.9999905e-001
+9.5454845e+000 -2.5340530e-001 +1.7999965e+002 +9.9999994e-001 +9.9999815e-001
+1.0476157e+001 -2.5330099e-001 +1.7999940e+002 +9.9999994e-001 +9.9999726e-001
+1.1497570e+001 -2.5319669e-001 +1.7999916e+002 +9.9999988e-001 +9.9999636e-001
+1.2618569e+001 -2.5309238e-001 +1.7999892e+002 +9.9999988e-001 +9.9999547e-001
+1.3848864e+001 -2.5298807e-001 +1.7999867e+002 +9.9999988e-001 +9.9999464e-001
+1.5199111e+001 -2.5288379e-001 +1.7999841e+002 +9.9999982e-001 +9.9999374e-001
+1.6681005e+001 -2.5277948e-001 +1.7999817e+002 +9.9999982e-001 +9.9999285e-001
+1.8307383e+001 -2.5289282e-001 +1.7999870e+002 +9.9999982e-001 +9.9999374e-001
+2.0092331e+001 -2.5300619e-001 +1.7999922e+002 +9.9999988e-001 +9.9999464e-001
+2.2051308e+001 -2.5311953e-001 +1.7999976e+002 +9.9999988e-001 +9.9999547e-001
+2.4201283e+001 -2.5323290e-001 -1.7999971e+002 +9.9999988e-001 +9.9999636e-001
+2.6560879e+001 -2.5334623e-001 -1.7999918e+002 +9.9999994e-001 +9.9999726e-001
+2.9150530e+001 -2.5345960e-001 -1.7999864e+002 +9.9999994e-001 +9.9999815e-001
+3.1992672e+001 -2.5357294e-001 -1.7999812e+002 +9.9999994e-001 +9.9999905e-001
+3.5111919e+001 -2.5368631e-001 -1.7999759e+002 +9.9999994e-001 +9.9999994e-001
+3.8535286e+001 -2.5348195e-001 -1.7999699e+002 +9.9999994e-001 +9.9999994e-001
+4.2292427e+001 -2.5327763e-001 -1.7999640e+002 +9.9999994e-001 +9.9999994e-001
+4.6415890e+001 -2.5307328e-001 -1.7999582e+002 +9.9999994e-001 +9.9999994e-001
+5.0941380e+001 -2.5286895e-001 -1.7999522e+002 +9.9999994e-001 +9.9999994e-001
+5.5908104e+001 -2.5266463e-001 -1.7999463e+002 +9.9999994e-001 +9.9999988e-001
+6.1359074e+001 -2.5246030e-001 -1.7999403e+002 +9.9999994e-001 +9.9999988e-001
+6.7341507e+001 -2.5225598e-001 -1.7999345e+002 +9.9999994e-001 +9.9999988e-001
+7.3907219e+001 -2.5205171e-001 -1.7999284e+002 +9.9999994e-001 +9.9999988e-001
+8.1113083e+001 -2.5214273e-001 -1.7999570e+002 +9.9999988e-001 +9.9999821e-001
+8.9021507e+001 -2.5223377e-001 -1.7999854e+002 +9.9999976e-001 +9.9999654e-001
+9.7700996e+001 -2.5232482e-001 +1.7999860e+002 +9.9999964e-001 +9.9999487e-001
+1.0722672e+002 -2.5241584e-001 +1.7999576e+002 +9.9999952e-001 +9.9999321e-001
+1.1768120e+002 -2.5250682e-001 +1.7999292e+002 +9.9999940e-001 +9.9999154e-001
